emotion,sentence
Negative,sư phụ giả vờ ngã để thử lòng các đồ đệ và cái kết ngã sấp mặt luôn 😢
Negative,"ai cho mình xin tên phim với , mình không xem được 😢"
Neutral,bộ này hoàn hảo quá
Neutral,ô ông này vẫn còn làm video à :v
Negative,sáng sớm đã đậm chất ngôn tình . tránh ra chỗ bà gym nào .
Negative,thiểu năng đội cái nón không nổi thì sao đủ năng lực chạy xe . nhìn là thấy hãm .
Negative,đúng rồi . tất cả chỉ là lừa dối thôi . nhớ nhé ..
Negative,😑 con trai chỉ thích gái lùn thôi . tao biết mà . nhưng cô gái cao như tao đi cạnh sẽ giống 2 thằng đàn ông lắm
Positive,"các bạn xem phim cậu bé đặc biệt , luôn nhé . phim có diển viên này tham gia nói về cách giáo dục con cái cực hay . chúc các bạn xem phim vui vẻ"
Positive,"rất dũng cảm , đáng yêu quá"
Positive,ui cưng quá
Positive,hôm đấy bổn cung về quê báo hiếu cha mẹ .
Positive,"những hành động đẹp , đáng được trân trọng , và sẽ được lan tỏa ở mọi nơi , thật tuyệt vời 😍"
Negative,"đồng nghiệp tốt , chị em tốt đi làm như đi chơi :)) chứ làm cùng với mấy con mlz đáng sợ lắm :))"
Negative,lúc rài không gặp được mặt cờ rút nữa 😪
Negative,buồn thế nhỉ . t mới mua con per chưa nổi 1 năm . thế này thì biết sống sao 😨😨
Negative,"hăm hở đón nhận tất cả , thậm chí là nỗi buồn , nếu điều ấy khiến việc tồn tại của bạn mang một hương vị đáng nhớ ..."
Negative,thà chia tay rồi ghét hận nhau còn hơn là đang lúc dang dở thì mất nhau 🙂
Negative,nhìn cái bà này tôi chỉ muốn xoạc bà 1 cái . sao bà không là con trai nhỉ . ông trời quá là trêu người rồi
Negative,"tao cũng nghĩ là vậy , chứ ở đó mà mừng rồi nuôi đẻ . bố mày không thích ăn sừng , phắng 🤣"
Negative,người ngoài hành tinh đi học tiếng anh rồi à vãi
Negative,"cưỡng hôn 200 nghìn , thu trăm tỷ phạt 5 triệu , đói trộm 2 cái bánh mỳ 45k phạt đi tù"
Negative,con này bán kem bôi não ... xóa bỏ nếp nhăn .. khiến não láng mịn 😌😌😌😌
Negative,đm độc bình luận toàn kêu chọn nghề khác dume đây đéo phải nói tới cái nghề mà là nói tới ý thức của tụi mày đó đầu trâu óc chó . nếu chọn nghề khác thì dume ai làm công việc đó ... nghề chọn mình mình không chọn nghề được ... kể cả làm phò như tụi mày cũng vậy
Negative,"cây hoa sữa thì nói cây hoa sữa đi , tình yêu tình báo gì ra ngửi mùi chắc mất mẹ tình yêu luôn"
Positive,nhà có người già vui thật nhỉ 🤣👍
Positive,"ba chàng ngốc , phim ấn độ , cực hài , cực cảm động và ý nghĩa nhé"
Positive,cưng thiệt chớ ????
Positive,năm ngoái nhìn rồi năm nay ở nhà xem lại phim ác quỷ valak the nun .😄😄
Positive,chỉ mong thương nhau đến đầu bạc răng long . vậy là đủ 👌
Positive,per đã hiểu tại sao thằng bạn mình đam mê gym .. thì ra đây là nơi nó được sống thật với giới tính của mình ..🤣🤣🤣
Negative,đứng tim luôn
Negative,"ngày xưa có đĩa phim này . bố đi công tác về thấy cái đĩa tên là "" cô dâu 15 tuổi "" . má ăn chửi sấp mặt ..."
Negative,ngày buồn nhất trời đổ cơn mưa :(
Negative,"ước gì boss không co chân lên , tao vẫn sẽ nghĩ là boss thật khí chất =)))"
Negative,để tao nấu thì quên luôn . xác định tối đó đói :((
Negative,per ngóng cuộc đấu tranh công nghệ này . tq đồng lòng ghê nhỉ
Negative,giờ thì chả dám nhìn nữa hic :((
Negative,thật tình là rất xin lỗi anh ở trog video . hi vọng sẽ gặp đuợc anh để xin lỗi và tạ tội với anh . thật ra hộp quà trong video là của con lol per với người yêu nó tặng nhau dịp sinh nhật . híccc
Negative,tiếc quá ! nguyên nhân
Neutral,bất ngờ chưa =)))
Neutral,"tưởng chỉ có trong phim thôi chứ , nay chơi vậy luôn à"
Negative,"con chó đăng video , mày bị ngu à mà mỗi mẩu lại hiện chữ ăn cặc à"
Negative,mẹ . trung thu là tết thiếu nhi . có phải mùa động dục đâu mà phải có người yêu nhỉ . vớ va vớ vẩn 😒
Negative,ra cái chỗ sóng không táp thì đéo ra cáu vãi :))
Negative,cho chúng vào nhà đá ! quá độc ác không giết người bằng súng như thế này là giết hàng loat đấy thât khốn nạn
Negative,vấn đề là phải cấm được xả thải chứ không thì chẳng khác mẹ gì nhau
Negative,"dume về bố lại táng cho bờm đầu , có thể là lần cuối được đi xem đá bóng của cháu nó :))"
Negative,con này không có cái quần nào mặc cho đàng hoàng 🤦‍♀️
Negative,soi mà không đủ tiền mua thì soi làm gì
Negative,đống góp ý kiến gì mà tằm với tàu không hà
Negative,khi nào có người mang trầu cau sang hỏi cưới thì tao kết hôn . hỏi thừa thế 😒
Negative,thế mới bảo . chủ động riết rồi nó xem thường :))
Negative,"sao nghiệt ngã vậy :'( đề nghị bắt luôn con mụ tri hô vớ vẩn , phá vỡ hạnh phúc 1 gia đình"
Negative,đéo hiểu sao mấy thằng khốn nạn thì lại nhiều đứa yêu . anh em ngoan hiền đâu điểm danh
Negative,hài bựa nó vẫn hay hơn bọn cố tỏ ra chảnh trong khi như lol :))
Positive,thật may em đã gặp được người tài xế tốt 🌸🌸
Positive,per hóng phim này dụ dỗ mọi người xem tiếp nè anh :v
Positive,per bữa cuối nó ngồi chỗ đó nhìn mà khóc còn cuối khoá thì bth haha
Positive,per em đã tìm ra giải pháp thiết kế rồi nhé :)))
Positive,bắt võng nằm cho sướng
Positive,ngáo cỏ này đáng yêu nhỉ
Positive,bị tát lần đầu có thể sẽ hơi sốc một chút nhưng bị nhiều lần rồi sẽ quen ngay ấy mà 😂
Positive,họ vui là được rồi :)))
Positive,"đúng mất vài giay để nói lời yêu thương , nhưng phải mất cả đời mới chứng minh được , cháu rất ngưỡng mộ ông bà !"
Positive,cho dù em có dành được bao nhiêu học bổng đi chăng nữa nhưng mãi mãi em sẽ không thể có được tôi 😅
Positive,có 1 đứa hợp tác vậy là cũg quý hoá quá rồi
Negative,toàn tặng đồ gây sát thương thế kia khả năng bị phản damage là rất cao
Negative,pháp luật là bạn của nó rồi anh ah vì quen anh anh chị b trên quận ah nên em cũng sợ lắm ah :-(
Negative,"giờ bà già lắm rồi , nhổ sợ hết tóc , nghĩ tao lại thấy buồn quá 😞😞"
Negative,cần lắm những sẻ chia . cần lắm những thấu hiểu
Negative,tội quá . thương em
Negative,mỗi lần quyết tâm bỏ mà lại thấy cười . đm đời
Negative,em xin lỗi anh
Negative,chuyển từ thất tình sang muốn chết vì quá chán :((
Negative,"nhiều kỷ niệm đẹp , giờ nhìn mấy đứa nhóc đi học mà muốn quay về quá khứ ."
Neutral,"công nhận ổng nói tiếng việt giỏi ghê lun ,"
Neutral,ơ hoá ra là em à :(( lâu quá không gặp
Negative,thêm cả trò mắt mèo khốn nạn nữa
Negative,"gặp tao là đéo nói nhìu , lùi xe ra rồ ga tông thẳng vào :))))"
Negative,thằng này ngu vãi
Negative,thôi tốt nhất đừng có diễn . nể nhất mấy bố giả vờ khóc xong ôm ôm lợi dụng rờ mông con gái nhà người ta
Negative,đi ngoài đường trái phải còn không biết mà vẫn sống thì giỏi đấy nhỉ
Negative,ghê vậy
Negative,đồ khùng cơm đâu có mắc đâu mà phải làm vậy .
Positive,bạn gái nào xinh xinh mà bị lạc thì vào nhà mình cho ngủ nhờ này . ??
Positive,"yeahh ! tao giờ đã là khách quen quán trà sữa đó rồi , về nhà cũng phải ráng tạt qua"
Positive,thích thật
Positive,tuổi trẻ tài cao là đây
Negative,"đừng nên thích mấy ông anh cơ bắp , sợ lắm 😆"
Negative,và khi quay lại nói chuyện với nhau .... biết nói gì giờ huhu
Negative,"có ai lần đầu bắn kéo ngược ra phía trước đạn bay vào mặt giống tao không , đau điếng"
Negative,móng của bố tao . hồi trước và bây giờ đã cắt vì lý do . sức khoẻ .
Negative,chắc học từ bỏ quá
Negative,"đó là 1 câu chuyện buồn , tao không có bạn trai hix hix"
Negative,còn tao mỗi lần cắt tóc là y như rằng … nó tệ vãi :(
Negative,nghe lại mà nhớ những ngày tháng say đắm trong nỗi cô đơn
Negative,người yêu tao bỏ tao rồi :(
Negative,khóc muốn rơi cả mắt
Neutral,bán không thu thuế luôn à
Negative,vì đồng tiền mà chúng mày giết bao nhiêu gia đình . chúng mày ăn những đồng tiền đấy mà chúng mày cũng nuốt trôi được à . bọn khốn nạn
Negative,loz chúng nó là 1 đội . chứ dám chêu người lạ . dm bố mày sút không trượt phát lào
Negative,"ghê tởm , ông thầy đó 🙄"
Negative,"đm phạt 200 triệu đồng không có tiền đóng phạt 12 tháng tù cho biết , câu thích câu view dơ bẩn cho cá nhân mình"
Negative,cái kết hay nhất là đuổi khỏi dòng họ tiếp theo nhàm quá
Negative,hỏng xe và phải đền tầu hỏa . có thể phải đi tù nếu gây hậu quả nghiêm trọng . đầu đất là có thật . 😔😔😔😔
Negative,nhìn thấy ghê à
Negative,đm chưa thấy thằng nào ngu như thằng này :))) bị ngáo cần :))
Negative,ngu thì chịu
Negative,đúng là chó cậy chủ mà 🤣
Positive,t thích nhìn mắt của crush hơn là nhìn nó cười
Positive,đáng yêu quá
Positive,kiểu lâu lâu cũng không được nhắn tin cho ai như thế nên cũng muốn tình cảm xíu =)))) biết đâu
Positive,làm ở đâu không quan trọng . quan trọng là có chị em tốt để tạo nghiệp :))))
Positive,nào tao cũng phải thử =))))
Positive,"ba cái đồ yêu , 1 ngày 2 lần nấu đây , ngon bá cháy bọ chét nhé , thơm mùi khói nữa …"
Positive,"thằng nào vẽ đẹp , vẽ giúp tao tấm ảnh per phòng hờ cúp điện không có tài liệu quay tay :("
Positive,lúc mày vui thì sao :))) những lúc buồn hãy nghĩ lại trước kia vui sướng !
Positive,chuẩn con mẹ nó cơm oy 😂😂😂
Positive,dùng cây sắt rùi làm lại đi . mình mún xem típ :3
Positive,per cười đau bụng luôn 🤣🤣
Positive,per tao thấy tao trong đó ahahahaha
Positive,đi cho vui chứ chả mua sắm gì :)))) người every where
Negative,giận ngược lại rồi giận luôn chứ có huề đéo đâu :(((
Negative,khổ thân con mèo :((
Negative,và ông đã có nỗi buồn mới thay vì buồn thất tình
Negative,per cách gì thì kệ mẹ tao
Negative,đéo biết ! vợ tôi đéo cho nữa !
Negative,phải cho mấy con sán lợn này vào đĩa rồi mời mấy ông bà đấy ăn xem mấy ông bà đấy thế nào .
Negative,bạn có phải óc chó không ? chắc bạn không trả lời được đâu nhỉ . óc chó mà =)))
Negative,"từ nhỏ đến lớn chỉ nghe được câu mày béo thế , mày nên giảm cân đi chứ không ai nói rằng mày gầy lắm ăn nhiều lên 😆😆"
Negative,"xốp dọn không sạch nổi , quản lý người ta lại nói nv làm vệ sinh bẩn không kĩ lưỡng này nọ rồi lại trừ tác phong , các bạn ý thức chút"
Positive,bộ phim hay nhất từng xem
Positive,đã thử và rất thích thú 😆.
Positive,chuẩn không cần chỉnh chỉ cần sửa thôi ...
Positive,chỉ cần nhìn họ thì đã thấy tim đập mạnh rồi =)))
Positive,cảm ơn . anh .
Positive,"võ nghệ cao siêu đến mấy cũng phụ thuộc vào hung khí , em biết được điều này lên không bao giờ em học võ mà tự xắm cho mình khẩu hoa cải !"
Positive,per nghe chưa nhân viên mới ... kk
Positive,"lúc nhỏ nấu bằng này không , nấu hơi bị ngon , tạo cơm cháy ăn bao riềng"
Negative,sau mưa ra đường sợ nhất gặp giun
Negative,chắc từ giờ tao đéo giám ho nữa quá .
Negative,có chuyện gì thê bố . bố đừng làm con sợ :((
Negative,ổng bị bắt rồi :( rồi lấy gì coi
Negative,tao của ngày này năm trước đang ước đừng lấy quỳ tím đem ra thử nghiệm . :(
Negative,"crush một ai đó là điều không bao giờ có rồi , vì mình vừa béo , vừa xấu gái , vừa vv and vv . auto nhục 😞😞😞"
Negative,"mình đang thất tình đéo hiểu sao đi cafe còn toàn tận cùng nỗi nhớ , chạm đáy nỗi đau , đừng như thói quen ... dume :)"
Neutral,vẫn xinh phết nhỉ ??
Negative,"chủ quá vô tâm ?? thà đừng có nuôi , nhà tôi nuôi chó cỏ thôi nhưng vẫn tim thuốc định kì đấy ??"
Negative,toàn lũ đầu trâu mặt ngựa
Negative,"10 triệu có lẻ quá ít so với số tiền mà bọn nầy được thê để phá hoại cả một nền chăn nuôi gia súc nói riêng , cả một nền kinh tế nói chung ,,,,"
Positive,cặp này lầy mà dễ thương
Positive,ở chỗ khác chắc gì có đứa béo như mình !
Positive,thế này mà gặp per thì phải chạy phọt dắm ra quần per nhỉ
Positive,dễ thương quá à ????????
Positive,lớp chúng mình rất rất vui anh em ta chan hòa tình thân =)))
Positive,em vợ tao đấy :))
Positive,"con mong bác dù nghèo nhưng sống luôn luôn vv , chúc bác 1 đời bình an"
