emotion,sentence
Enjoyment,"hành động đẹp chứ sao , đằng nào cũng tiệt kiệm hơn :)) 0"
Enjoyment,per theo vợ nghĩ nếu là chồng thì chắc con đó dù là giả cũng sẽ lên nồi
Enjoyment,không biết crush có thích uống nước mắm không để còn tặng nàng chai nam ngư 900ml :))
Fear,đàn bà ở nhà thế kia không sợ ngoại tình à ? tao đang lo vợ tao đây này
Fear,"hôm trước tao đi chơi về đường vắng nên chạy nhanh , vừa qua cua anh cảnh sát chạy ra chặn làm tao sợ chetme vì giấy tờ không có bằng lái thì chưa thi lại còn thiếu abcxyz"
Sadness,những người thả phẫn nộ xứng đáng là thiên thần . dăm ba cái yêu đương vớ vẩn . ahuhuhu
Sadness,"ai ở gần đó xin hãy giúp chú , thương chú"
Sadness,"tao thì chưa cắt thì đã đéo có sức hút rồi cắt , bùn vãi"
Sadness,tao toàn bạn gái mà sao vẫn tưng tửng nhể ???
Sadness,nản kèo vãi
Sadness,đau còn hơn tỏ tình bị từ chối per
Sadness,tao đa khóc khi xem phim này 😭😭😭😭😭
Sadness,sư phụ giả vờ ngã để thử lòng các đồ đệ và cái kết ngã sấp mặt luôn 😢
Sadness,"ai cho mình xin tên phim với , mình không xem được 😢"
Surprise,bộ này hoàn hảo quá
Surprise,ô ông này vẫn còn làm video à :v
Disgust,sáng sớm đã đậm chất ngôn tình . tránh ra chỗ bà gym nào .
Disgust,thiểu năng đội cái nón không nổi thì sao đủ năng lực chạy xe . nhìn là thấy hãm .
Disgust,đúng rồi . tất cả chỉ là lừa dối thôi . nhớ nhé ..
Disgust,😑 con trai chỉ thích gái lùn thôi . tao biết mà . nhưng cô gái cao như tao đi cạnh sẽ giống 2 thằng đàn ông lắm
Enjoyment,"các bạn xem phim cậu bé đặc biệt , luôn nhé . phim có diển viên này tham gia nói về cách giáo dục con cái cực hay . chúc các bạn xem phim vui vẻ"
Enjoyment,"rất dũng cảm , đáng yêu quá"
Enjoyment,ui cưng quá
Enjoyment,hôm đấy bổn cung về quê báo hiếu cha mẹ .
Enjoyment,"những hành động đẹp , đáng được trân trọng , và sẽ được lan tỏa ở mọi nơi , thật tuyệt vời 😍"
Fear,"đồng nghiệp tốt , chị em tốt đi làm như đi chơi :)) chứ làm cùng với mấy con mlz đáng sợ lắm :))"
Sadness,lúc rài không gặp được mặt cờ rút nữa 😪
Sadness,buồn thế nhỉ . t mới mua con per chưa nổi 1 năm . thế này thì biết sống sao 😨😨
Sadness,"hăm hở đón nhận tất cả , thậm chí là nỗi buồn , nếu điều ấy khiến việc tồn tại của bạn mang một hương vị đáng nhớ ..."
Sadness,thà chia tay rồi ghét hận nhau còn hơn là đang lúc dang dở thì mất nhau 🙂
Sadness,nhìn cái bà này tôi chỉ muốn xoạc bà 1 cái . sao bà không là con trai nhỉ . ông trời quá là trêu người rồi
Anger,"tao cũng nghĩ là vậy , chứ ở đó mà mừng rồi nuôi đẻ . bố mày không thích ăn sừng , phắng 🤣"
Disgust,người ngoài hành tinh đi học tiếng anh rồi à vãi
Disgust,"cưỡng hôn 200 nghìn , thu trăm tỷ phạt 5 triệu , đói trộm 2 cái bánh mỳ 45k phạt đi tù"
Disgust,con này bán kem bôi não ... xóa bỏ nếp nhăn .. khiến não láng mịn 😌😌😌😌
Disgust,đm độc bình luận toàn kêu chọn nghề khác dume đây đéo phải nói tới cái nghề mà là nói tới ý thức của tụi mày đó đầu trâu óc chó . nếu chọn nghề khác thì dume ai làm công việc đó ... nghề chọn mình mình không chọn nghề được ... kể cả làm phò như tụi mày cũng vậy
Disgust,"cây hoa sữa thì nói cây hoa sữa đi , tình yêu tình báo gì ra ngửi mùi chắc mất mẹ tình yêu luôn"
Enjoyment,nhà có người già vui thật nhỉ 🤣👍
Enjoyment,"ba chàng ngốc , phim ấn độ , cực hài , cực cảm động và ý nghĩa nhé"
Enjoyment,cưng thiệt chớ ????
Enjoyment,năm ngoái nhìn rồi năm nay ở nhà xem lại phim ác quỷ valak the nun .😄😄
Enjoyment,chỉ mong thương nhau đến đầu bạc răng long . vậy là đủ 👌
Enjoyment,per đã hiểu tại sao thằng bạn mình đam mê gym .. thì ra đây là nơi nó được sống thật với giới tính của mình ..🤣🤣🤣
Fear,đứng tim luôn
Sadness,"ngày xưa có đĩa phim này . bố đi công tác về thấy cái đĩa tên là "" cô dâu 15 tuổi "" . má ăn chửi sấp mặt ..."
Sadness,ngày buồn nhất trời đổ cơn mưa :(
Sadness,"ước gì boss không co chân lên , tao vẫn sẽ nghĩ là boss thật khí chất =)))"
Sadness,để tao nấu thì quên luôn . xác định tối đó đói :((
Sadness,per ngóng cuộc đấu tranh công nghệ này . tq đồng lòng ghê nhỉ
Sadness,giờ thì chả dám nhìn nữa hic :((
Sadness,thật tình là rất xin lỗi anh ở trog video . hi vọng sẽ gặp đuợc anh để xin lỗi và tạ tội với anh . thật ra hộp quà trong video là của con lol per với người yêu nó tặng nhau dịp sinh nhật . híccc
Sadness,tiếc quá ! nguyên nhân
Surprise,bất ngờ chưa =)))
Surprise,"tưởng chỉ có trong phim thôi chứ , nay chơi vậy luôn à"
Anger,"con chó đăng video , mày bị ngu à mà mỗi mẩu lại hiện chữ ăn cặc à"
Anger,mẹ . trung thu là tết thiếu nhi . có phải mùa động dục đâu mà phải có người yêu nhỉ . vớ va vớ vẩn 😒
Anger,ra cái chỗ sóng không táp thì đéo ra cáu vãi :))
Anger,cho chúng vào nhà đá ! quá độc ác không giết người bằng súng như thế này là giết hàng loat đấy thât khốn nạn
Disgust,vấn đề là phải cấm được xả thải chứ không thì chẳng khác mẹ gì nhau
Disgust,"dume về bố lại táng cho bờm đầu , có thể là lần cuối được đi xem đá bóng của cháu nó :))"
Disgust,con này không có cái quần nào mặc cho đàng hoàng 🤦‍♀️
Disgust,soi mà không đủ tiền mua thì soi làm gì
Disgust,đống góp ý kiến gì mà tằm với tàu không hà
Disgust,khi nào có người mang trầu cau sang hỏi cưới thì tao kết hôn . hỏi thừa thế 😒
Disgust,thế mới bảo . chủ động riết rồi nó xem thường :))
Disgust,"sao nghiệt ngã vậy :'( đề nghị bắt luôn con mụ tri hô vớ vẩn , phá vỡ hạnh phúc 1 gia đình"
Disgust,đéo hiểu sao mấy thằng khốn nạn thì lại nhiều đứa yêu . anh em ngoan hiền đâu điểm danh
Disgust,hài bựa nó vẫn hay hơn bọn cố tỏ ra chảnh trong khi như lol :))
Enjoyment,thật may em đã gặp được người tài xế tốt 🌸🌸
Enjoyment,per hóng phim này dụ dỗ mọi người xem tiếp nè anh :v
Enjoyment,per bữa cuối nó ngồi chỗ đó nhìn mà khóc còn cuối khoá thì bth haha
Enjoyment,per em đã tìm ra giải pháp thiết kế rồi nhé :)))
Enjoyment,bắt võng nằm cho sướng
Enjoyment,ngáo cỏ này đáng yêu nhỉ
Enjoyment,bị tát lần đầu có thể sẽ hơi sốc một chút nhưng bị nhiều lần rồi sẽ quen ngay ấy mà 😂
Enjoyment,họ vui là được rồi :)))
Enjoyment,"đúng mất vài giay để nói lời yêu thương , nhưng phải mất cả đời mới chứng minh được , cháu rất ngưỡng mộ ông bà !"
Enjoyment,cho dù em có dành được bao nhiêu học bổng đi chăng nữa nhưng mãi mãi em sẽ không thể có được tôi 😅
Enjoyment,có 1 đứa hợp tác vậy là cũg quý hoá quá rồi
Fear,toàn tặng đồ gây sát thương thế kia khả năng bị phản damage là rất cao
Fear,pháp luật là bạn của nó rồi anh ah vì quen anh anh chị b trên quận ah nên em cũng sợ lắm ah :-(
Sadness,"giờ bà già lắm rồi , nhổ sợ hết tóc , nghĩ tao lại thấy buồn quá 😞😞"
Sadness,cần lắm những sẻ chia . cần lắm những thấu hiểu
Sadness,tội quá . thương em
Sadness,mỗi lần quyết tâm bỏ mà lại thấy cười . đm đời
Sadness,em xin lỗi anh
Sadness,chuyển từ thất tình sang muốn chết vì quá chán :((
Sadness,"nhiều kỷ niệm đẹp , giờ nhìn mấy đứa nhóc đi học mà muốn quay về quá khứ ."
Surprise,"công nhận ổng nói tiếng việt giỏi ghê lun ,"
Surprise,ơ hoá ra là em à :(( lâu quá không gặp
Anger,thêm cả trò mắt mèo khốn nạn nữa
Anger,"gặp tao là đéo nói nhìu , lùi xe ra rồ ga tông thẳng vào :))))"
Disgust,thằng này ngu vãi
Disgust,thôi tốt nhất đừng có diễn . nể nhất mấy bố giả vờ khóc xong ôm ôm lợi dụng rờ mông con gái nhà người ta
Disgust,đi ngoài đường trái phải còn không biết mà vẫn sống thì giỏi đấy nhỉ
Disgust,ghê vậy
Disgust,đồ khùng cơm đâu có mắc đâu mà phải làm vậy .
Enjoyment,bạn gái nào xinh xinh mà bị lạc thì vào nhà mình cho ngủ nhờ này . ??
Enjoyment,"yeahh ! tao giờ đã là khách quen quán trà sữa đó rồi , về nhà cũng phải ráng tạt qua"
Enjoyment,thích thật
Enjoyment,tuổi trẻ tài cao là đây
Fear,"đừng nên thích mấy ông anh cơ bắp , sợ lắm 😆"
Sadness,và khi quay lại nói chuyện với nhau .... biết nói gì giờ huhu
Sadness,"có ai lần đầu bắn kéo ngược ra phía trước đạn bay vào mặt giống tao không , đau điếng"
Sadness,móng của bố tao . hồi trước và bây giờ đã cắt vì lý do . sức khoẻ .
Sadness,chắc học từ bỏ quá
Sadness,"đó là 1 câu chuyện buồn , tao không có bạn trai hix hix"
Sadness,còn tao mỗi lần cắt tóc là y như rằng … nó tệ vãi :(
Sadness,nghe lại mà nhớ những ngày tháng say đắm trong nỗi cô đơn
Sadness,người yêu tao bỏ tao rồi :(
Sadness,khóc muốn rơi cả mắt
Surprise,bán không thu thuế luôn à
Anger,vì đồng tiền mà chúng mày giết bao nhiêu gia đình . chúng mày ăn những đồng tiền đấy mà chúng mày cũng nuốt trôi được à . bọn khốn nạn
Anger,loz chúng nó là 1 đội . chứ dám chêu người lạ . dm bố mày sút không trượt phát lào
Disgust,"ghê tởm , ông thầy đó 🙄"
Disgust,"đm phạt 200 triệu đồng không có tiền đóng phạt 12 tháng tù cho biết , câu thích câu view dơ bẩn cho cá nhân mình"
Disgust,cái kết hay nhất là đuổi khỏi dòng họ tiếp theo nhàm quá
Disgust,hỏng xe và phải đền tầu hỏa . có thể phải đi tù nếu gây hậu quả nghiêm trọng . đầu đất là có thật . 😔😔😔😔
Disgust,nhìn thấy ghê à
Disgust,đm chưa thấy thằng nào ngu như thằng này :))) bị ngáo cần :))
Disgust,ngu thì chịu
Disgust,đúng là chó cậy chủ mà 🤣
Enjoyment,t thích nhìn mắt của crush hơn là nhìn nó cười
Enjoyment,đáng yêu quá
Enjoyment,kiểu lâu lâu cũng không được nhắn tin cho ai như thế nên cũng muốn tình cảm xíu =)))) biết đâu
Enjoyment,làm ở đâu không quan trọng . quan trọng là có chị em tốt để tạo nghiệp :))))
Enjoyment,nào tao cũng phải thử =))))
Enjoyment,"ba cái đồ yêu , 1 ngày 2 lần nấu đây , ngon bá cháy bọ chét nhé , thơm mùi khói nữa …"
Enjoyment,"thằng nào vẽ đẹp , vẽ giúp tao tấm ảnh per phòng hờ cúp điện không có tài liệu quay tay :("
Enjoyment,lúc mày vui thì sao :))) những lúc buồn hãy nghĩ lại trước kia vui sướng !
Enjoyment,chuẩn con mẹ nó cơm oy 😂😂😂
Enjoyment,dùng cây sắt rùi làm lại đi . mình mún xem típ :3
Enjoyment,per cười đau bụng luôn 🤣🤣
Enjoyment,per tao thấy tao trong đó ahahahaha
Enjoyment,đi cho vui chứ chả mua sắm gì :)))) người every where
Sadness,giận ngược lại rồi giận luôn chứ có huề đéo đâu :(((
Sadness,khổ thân con mèo :((
Sadness,và ông đã có nỗi buồn mới thay vì buồn thất tình
Anger,per cách gì thì kệ mẹ tao
Anger,đéo biết ! vợ tôi đéo cho nữa !
Anger,phải cho mấy con sán lợn này vào đĩa rồi mời mấy ông bà đấy ăn xem mấy ông bà đấy thế nào .
Disgust,bạn có phải óc chó không ? chắc bạn không trả lời được đâu nhỉ . óc chó mà =)))
Disgust,"từ nhỏ đến lớn chỉ nghe được câu mày béo thế , mày nên giảm cân đi chứ không ai nói rằng mày gầy lắm ăn nhiều lên 😆😆"
Disgust,"xốp dọn không sạch nổi , quản lý người ta lại nói nv làm vệ sinh bẩn không kĩ lưỡng này nọ rồi lại trừ tác phong , các bạn ý thức chút"
Enjoyment,bộ phim hay nhất từng xem
Enjoyment,đã thử và rất thích thú 😆.
Enjoyment,chuẩn không cần chỉnh chỉ cần sửa thôi ...
Enjoyment,chỉ cần nhìn họ thì đã thấy tim đập mạnh rồi =)))
Enjoyment,cảm ơn . anh .
Enjoyment,"võ nghệ cao siêu đến mấy cũng phụ thuộc vào hung khí , em biết được điều này lên không bao giờ em học võ mà tự xắm cho mình khẩu hoa cải !"
Enjoyment,per nghe chưa nhân viên mới ... kk
Enjoyment,"lúc nhỏ nấu bằng này không , nấu hơi bị ngon , tạo cơm cháy ăn bao riềng"
Fear,sau mưa ra đường sợ nhất gặp giun
Fear,chắc từ giờ tao đéo giám ho nữa quá .
Fear,có chuyện gì thê bố . bố đừng làm con sợ :((
Sadness,ổng bị bắt rồi :( rồi lấy gì coi
Sadness,tao của ngày này năm trước đang ước đừng lấy quỳ tím đem ra thử nghiệm . :(
Sadness,"crush một ai đó là điều không bao giờ có rồi , vì mình vừa béo , vừa xấu gái , vừa vv and vv . auto nhục 😞😞😞"
Sadness,"mình đang thất tình đéo hiểu sao đi cafe còn toàn tận cùng nỗi nhớ , chạm đáy nỗi đau , đừng như thói quen ... dume :)"
Surprise,vẫn xinh phết nhỉ ??
Disgust,"chủ quá vô tâm ?? thà đừng có nuôi , nhà tôi nuôi chó cỏ thôi nhưng vẫn tim thuốc định kì đấy ??"
Disgust,toàn lũ đầu trâu mặt ngựa
Disgust,"10 triệu có lẻ quá ít so với số tiền mà bọn nầy được thê để phá hoại cả một nền chăn nuôi gia súc nói riêng , cả một nền kinh tế nói chung ,,,,"
Enjoyment,cặp này lầy mà dễ thương
Enjoyment,ở chỗ khác chắc gì có đứa béo như mình !
Enjoyment,thế này mà gặp per thì phải chạy phọt dắm ra quần per nhỉ
Enjoyment,dễ thương quá à ????????
Enjoyment,lớp chúng mình rất rất vui anh em ta chan hòa tình thân =)))
Enjoyment,em vợ tao đấy :))
Enjoyment,"con mong bác dù nghèo nhưng sống luôn luôn vv , chúc bác 1 đời bình an"
Enjoyment,"ỏoo , nó cười xong kiểu cả không gian ngập nắng , thế giới thu bé lại chỉ có hai đứa , rồi tim cứ đập thình thịch , nghĩ thoii mà cũng thích , hì :>"
Enjoyment,cẩn thận mày lại có cháu sớm 🤣
